key,latitude,longitude
868,40.726728,-73.977739
869,40.756449,-73.966388
870,40.780216,-73.952955
871,40.808907,-73.946068
872,40.788047,-73.947258
873,40.720121,-73.990970
874,40.774779,-73.952432
875,40.705209,-74.009998
876,40.726720,-73.977721
877,40.726712,-73.977703
878,40.724496,-74.006029
879,40.807434,-73.938700
880,40.726246,-73.978396
881,40.726166,-73.978205
882,40.726218,-73.978331
883,40.726193,-73.978270
884,40.749452,-74.006594
885,40.811006,-73.950574
886,40.735215,-73.994176
887,40.849055,-73.933077
888,40.714190,-74.008001
889,40.732818,-73.987537
890,40.749627,-74.004750
891,40.866706,-73.923948
892,40.754367,-73.992752
893,40.810552,-73.944206
894,40.751377,-73.969885
895,40.764503,-73.984481
896,40.770520,-73.991870
897,40.793308,-73.945492
898,40.742919,-73.994940
899,40.782597,-73.948292
900,40.711395,-74.008156
901,40.755820,-73.977065
902,40.798406,-73.936761
903,40.740596,-73.983938
904,40.799355,-73.936045
905,40.759990,-73.966928
906,40.743508,-73.981819
907,40.725715,-73.999830
908,40.803447,-73.950988
909,40.712200,-74.008563
910,40.708005,-74.015531
911,40.798177,-73.934587
912,40.804104,-73.936749
913,40.800549,-73.946165
914,40.756241,-73.981480
915,40.797723,-73.963348
916,40.760013,-73.988427
917,40.794966,-73.935049
918,40.718674,-74.009257
919,40.721046,-74.005548
920,40.812233,-73.945935
921,40.744947,-73.985976
922,40.795785,-73.919345
923,40.755097,-73.991363
924,40.742118,-74.000816
925,40.726212,-73.991381
926,40.794085,-73.939922
927,40.794462,-73.941666
928,40.748502,-74.003595
929,40.740924,-73.974487
930,40.768325,-73.957256
931,40.819157,-73.939173
932,40.799622,-73.961704
933,40.748175,-74.005302
934,40.813448,-73.943333
935,40.813464,-73.943369
936,40.799539,-73.940939
937,40.707086,-74.006243
938,40.805934,-73.941096
939,40.721043,-74.009232
940,40.769498,-73.985393
941,40.807121,-73.937540
942,40.800132,-73.953125
943,40.836161,-73.939609
944,40.706381,-74.002882
945,40.750900,-73.982131
946,40.819854,-73.938844
947,40.744130,-74.005135
948,40.754365,-73.965390
949,40.729093,-73.983356
950,40.798084,-73.968115
951,40.810572,-73.943964
952,40.752299,-73.968307
953,40.714774,-74.007633
954,40.761389,-73.966173
955,40.733282,-74.009248
956,40.862093,-73.917272
957,40.715847,-74.011684
958,40.726157,-74.002616
959,40.726041,-73.992874
960,40.803238,-73.956630
961,40.722248,-73.988899
962,40.722045,-74.004041
963,40.770025,-73.953222
964,40.740864,-73.976342
965,40.806654,-73.955649
966,40.762621,-73.975211
967,40.817998,-73.954128
968,40.797569,-73.933103
969,40.748433,-74.005912
970,40.812710,-73.950782
971,40.759146,-73.994355
972,40.803996,-73.966274
973,40.801985,-73.961489
974,40.720628,-73.988088
975,40.729213,-73.979662
976,40.783991,-73.948608
977,40.733663,-73.989882
978,40.795829,-73.962706
979,40.778402,-73.953014
980,40.806807,-73.947207
981,40.750676,-74.003465
982,40.777807,-73.988717
983,40.773401,-73.945901
984,40.726223,-73.991366
985,40.746810,-73.986575
986,40.724422,-73.991150
987,40.801283,-73.947945
988,40.761642,-73.966505
989,40.776007,-73.989721
990,40.726824,-73.993978
991,40.734643,-74.009721
992,40.799988,-73.938526
993,40.750971,-73.970888
994,40.811025,-73.945289
995,40.809976,-73.944777
996,40.797145,-73.934090
997,40.712974,-74.008614
998,40.793548,-73.972607
999,40.723896,-73.976546
1000,40.719133,-74.006378
1001,40.742442,-73.978142
1002,40.745304,-74.004342
1003,40.763268,-73.990409
1004,40.808082,-73.950287
1005,40.802609,-73.944682
1006,40.746871,-73.986759
1007,40.711538,-73.994968
1008,40.763740,-73.985680
1009,40.738961,-74.002515
1010,40.777024,-73.951813
1011,40.715389,-73.993536
1012,40.779690,-73.987882
1013,40.748645,-74.003490
1014,40.750559,-73.983708
1015,40.709468,-74.012931
1016,40.748780,-73.980092
1017,40.804220,-73.932566
1018,40.877579,-73.910299
1019,40.877562,-73.910321
1020,40.773072,-73.955235
1021,40.761463,-73.999816
1022,40.779105,-73.988193
1023,40.713797,-73.990174
1024,40.728892,-73.980838
1025,40.734621,-74.009742
1026,40.761252,-73.965891
1027,40.739682,-73.981210
1028,40.749244,-73.979778
1029,40.713846,-74.013812
1030,40.811960,-73.943630
1031,40.763027,-73.993708
1032,40.777663,-73.979412
1033,40.730307,-74.007635
1034,40.764218,-73.994553
1035,40.807789,-73.951498
1036,40.805825,-73.954627
1037,40.733718,-73.988215
1038,40.795965,-73.945226
1039,40.726242,-73.993329
1040,40.800294,-73.941506
1041,40.755998,-73.994391
1042,40.726704,-73.977682
1043,40.758816,-73.972061
1044,40.762818,-73.961840
1045,40.723994,-73.994498
1046,40.781820,-73.948855
1047,40.753824,-73.993362
1048,40.728875,-73.978428
1049,40.740767,-73.987752
1050,40.816771,-73.947210
1051,40.718768,-73.997587
1052,40.747431,-73.989519
1053,40.804937,-73.951283
1054,40.722298,-73.977052
1055,40.723538,-73.989061
1056,40.722965,-73.994715
1057,40.759951,-73.951446
1058,40.722823,-73.979790
1059,40.727757,-73.994036
1060,40.825802,-73.943481
1061,40.811039,-73.945322
1062,40.810943,-73.945094
1063,40.811662,-73.940972
1064,40.740658,-73.998708
1065,40.784228,-73.978749
1066,40.761198,-73.971064
